tag=20260817_203729
source=20260817_203729.jpg
exif=6
size=3024x4032
lines=13
words=26
--- lines
1262,-4 1594,81 1583,122 1251,37	Guda lsetmecisk Nete G
810,2482 1180,2472 1181,2543 811,2553	KDV Dahildir
810,2588 1196,2578 1197,2637 811,2647	365004 366
1240,86 1483,125 1476,165 1233,126	15 Temm NMah
1132,1875 2179,1856 2180,1937 1133,1956	MC KORNIŞO N TURSUSU 670G
1389,2120 2030,2178 2007,2424 1366,2366	129,L
1695,2597 1888,2594 1888,2641 1695,2644	DRETINH
2130,2293 2444,2290 2444,2360 2130,2363	Birim Fiyat
2112,2378 2432,2394 2425,2519 2105,2503	193,L
2621,1841 2704,1841 2704,1905 2621,1905	67
2181,2553 2654,2537 2655,2594 2182,2610	FDT: 18.12.2025
2810,551 3056,553 3054,665 2808,663	METF
2753,793 3076,808 3066,1015 2743,1000	Che-
--- words
1262,-4 1317,10 1306,51 1251,37	Guda
1324,12 1482,52 1471,92 1313,52	lsetmecisk
1495,56 1571,75 1560,115 1484,96	Nete
1582,79 1593,81 1582,120 1571,118	G
810,2482 950,2478 951,2549 811,2553	KDV
1001,2477 1180,2472 1181,2543 1002,2548	Dahildir
810,2588 1038,2582 1039,2641 811,2647	365004
1086,2581 1196,2578 1197,2637 1087,2640	366
1240,87 1277,93 1270,132 1233,126	15
1280,93 1411,114 1404,153 1273,132	Temm
1418,115 1484,125 1477,164 1411,154	NMah
1132,1875 1223,1873 1224,1954 1133,1956	MC
1230,1873 1553,1867 1554,1948 1231,1954	KORNIŞO
1572,1868 1612,1867 1613,1947 1573,1948	N
1664,1866 2009,1859 2010,1939 1665,1946	TURSUSU
2029,1859 2179,1856 2180,1936 2030,1939	670G
1389,2120 2030,2178 2007,2424 1366,2366	129,L
1695,2597 1888,2594 1888,2641 1695,2644	DRETINH
2130,2293 2264,2291 2264,2361 2130,2363	Birim
2303,2292 2444,2290 2444,2359 2303,2361	Fiyat
2112,2378 2432,2394 2425,2519 2105,2503	193,L
2621,1841 2704,1841 2704,1905 2621,1905	67
2181,2553 2306,2548 2307,2605 2182,2610	FDT:
2333,2548 2654,2537 2655,2594 2334,2605	18.12.2025
2810,551 3056,553 3054,665 2808,663	METF
2753,793 3019,805 3009,1012 2743,1000	Che
