tag=20260817_183947
source=20260817_183947.jpg
exif=6
size=3024x4032
lines=18
words=28
--- lines
-2,62 984,27 993,292 7,327	Zme
8,394 860,372 863,520 11,542	aği Taze Peynir
434,2050 602,2057 598,2134 430,2127	tçİM.
417,2134 1089,2134 1089,2232 417,2232	SÜZME PEYNİR
411,2269 899,2269 899,2349 411,2349	TAM YAĞLI
415,2420 594,2429 591,2486 412,2477	900 G
425,2675 554,2678 552,2721 423,2718	P728
430,2990 1076,3006 1074,3055 428,3039	1712639- 07 F.D.Tarihi:
446,3589 388,4033 215,4010 273,3566	PEYN
591,3579 564,4024 381,4013 408,3568	TULU
782,3082 1084,3082 1084,3133 782,3133	04.08.2026
1291,2459 2112,2471 2105,2897 1284,2885	219
1187,3068 1381,3070 1380,3126 1186,3124	aktitel
1541,3022 1831,3022 1831,3071 1541,3071	KDV Dahil
1516,3101 1855,3106 1854,3171 1515,3166	243,330 | kg
2095,3054 2247,3050 2248,3099 2096,3103	YERLÍ
2092,3103 2296,3103 2296,3160 2092,3160	URETİM
2329,3344 3018,3359 3014,3519 2325,3504	MiMAL
--- words
-2,62 984,27 993,292 7,327	Zme
8,394 160,390 163,538 11,542	aği
177,390 449,383 452,530 180,537	Taze
478,383 860,373 863,520 481,530	Peynir
434,2050 602,2057 598,2134 430,2127	tçİM.
417,2134 725,2134 725,2232 417,2232	SÜZME
765,2134 1089,2134 1089,2232 765,2232	PEYNİR
411,2269 603,2269 603,2349 411,2349	TAM
633,2269 899,2269 899,2349 633,2349	YAĞLI
415,2420 523,2425 520,2482 412,2477	900
549,2427 594,2429 591,2485 546,2483	G
425,2675 554,2678 552,2721 423,2718	P728
430,2990 676,2996 674,3045 428,3039	1712639-
699,2997 758,2998 756,3046 697,3045	07
788,2999 1076,3006 1074,3055 786,3048	F.D.Tarihi:
446,3589 388,4033 215,4010 273,3566	PEYN
591,3579 564,4024 381,4013 408,3568	TULU
782,3082 1084,3082 1084,3133 782,3133	04.08.2026
1291,2459 2112,2471 2105,2897 1284,2885	219
1187,3068 1381,3070 1380,3126 1186,3124	aktitel
1541,3022 1664,3022 1664,3071 1541,3071	KDV
1687,3022 1831,3022 1831,3071 1687,3071	Dahil
1516,3101 1733,3104 1732,3169 1515,3166	243,330
1756,3105 1769,3105 1768,3169 1755,3169	|
1790,3105 1855,3105 1854,3170 1789,3170	kg
2095,3054 2247,3050 2248,3099 2096,3103	YERLÍ
2092,3103 2296,3103 2296,3160 2092,3160	URETİM
2329,3344 3018,3359 3014,3519 2325,3504	MiMAL
