tag=20260817_202419
source=20260817_202419.jpg
exif=6
size=3024x4032
lines=26
words=37
--- lines
540,2315 502,1902 605,1892 643,2305	KOY Dahildir
833,1808 867,1808 867,1886 833,1886	1
819,1968 975,1965 976,2084 820,2087	66,
1016,1973 1092,1973 1092,2029 1016,2029	30
989,2061 1095,2061 1095,2122 989,2122	TL
809,2196 1042,2169 1050,2245 817,2272	531 ss
967,2243 1043,2243 1043,2289 967,2289	1L
562,2344 1072,2350 1071,2409 561,2403	393034 401 1
1101,1601 1988,1618 1986,1702 1099,1685	LAYS SUPER BOY 1256
1343,1701 1709,1709 1706,1801 1340,1793	ORİGİNAL
1361,1818 1401,1818 1401,1878 1361,1878	3
1350,1979 1599,1979 1599,2098 1350,2098	615
1341,2190 1510,2191 1508,2284 1339,2283	494.
1515,2192 1564,2192 1564,2232 1515,2232	75
1491,2250 1560,2250 1560,2295 1491,2295	IL
1488,2341 1628,2337 1628,2379 1488,2383	TERLI
1488,2382 1669,2388 1667,2429 1486,2423	URETM
1899,1830 1989,1830 1989,1909 1899,1909	19
1420,2773 1879,2773 1879,2929 1420,2929	çOK AL
1366,3000 1826,2991 1828,3140 1368,3149	AZ ÖDE
1889,1987 2150,1987 2150,2114 1889,2114	56.5
1840,2195 2086,2227 2075,2308 1829,2276	4521
2255,1872 2509,1882 2506,1936 2252,1926	UZERINDE
2281,2043 2447,2043 2447,2110 2281,2110	Fiyat
2207,2190 2453,2194 2451,2246 2205,2242	Birim Fit
2073,2365 2638,2372 2637,2429 2072,2422	FDT: 27.06.2026
--- words
540,2315 526,2172 629,2162 643,2305	KOY
523,2133 501,1902 604,1892 626,2123	Dahildir
833,1808 867,1808 867,1886 833,1886	1
819,1968 975,1965 976,2084 820,2087	66,
1016,1973 1092,1973 1092,2029 1016,2029	30
989,2061 1095,2061 1095,2122 989,2122	TL
809,2196 960,2178 968,2254 817,2272	531
980,2176 1042,2168 1050,2244 988,2252	ss
967,2243 1043,2243 1043,2289 967,2289	1L
562,2344 820,2347 819,2406 561,2403	393034
893,2348 1008,2349 1007,2408 892,2407	401
1050,2351 1072,2351 1071,2409 1049,2409	1
1101,1601 1294,1604 1292,1688 1099,1685	LAYS
1340,1606 1605,1611 1603,1695 1338,1690	SUPER
1642,1612 1773,1614 1771,1698 1640,1696	BOY
1809,1615 1988,1618 1986,1702 1807,1699	1256
1343,1701 1709,1709 1706,1801 1340,1793	ORİGİNAL
1361,1818 1401,1818 1401,1878 1361,1878	3
1350,1979 1599,1979 1599,2098 1350,2098	615
1341,2190 1510,2191 1508,2284 1339,2283	494.
1515,2192 1564,2192 1564,2232 1515,2232	75
1491,2250 1560,2250 1560,2295 1491,2295	IL
1488,2341 1628,2337 1628,2379 1488,2383	TERLI
1488,2382 1669,2388 1667,2429 1486,2423	URETM
1899,1830 1989,1830 1989,1909 1899,1909	19
1420,2773 1687,2773 1687,2929 1420,2929	çOK
1713,2773 1879,2773 1879,2929 1713,2929	AL
1366,3001 1548,2997 1550,3145 1368,3149	AZ
1575,2996 1826,2991 1828,3140 1577,3145	ÖDE
1889,1987 2150,1987 2150,2114 1889,2114	56.5
1840,2195 2086,2227 2075,2308 1829,2276	4521
2255,1872 2509,1882 2506,1936 2252,1926	UZERINDE
2281,2043 2447,2043 2447,2110 2281,2110	Fiyat
2207,2190 2329,2192 2327,2244 2205,2242	Birim
2349,2193 2453,2195 2451,2246 2347,2244	Fit
2073,2365 2215,2366 2214,2423 2072,2422	FDT:
2268,2368 2638,2373 2637,2430 2267,2425	27.06.2026
