tag=20260817_211112
source=20260817_211112.jpg
exif=6
size=3024x4032
lines=32
words=69
--- lines
623,1311 983,1213 1016,1338 656,1436	(iNDİRİM
582,2126 854,2111 855,2145 583,2160	MENŞE: TURKİYE/MISIR
583,2173 900,2161 901,2195 584,2207	BİRİM FİYAT: 39,95 TL/KG
791,2429 1093,2413 1095,2451 793,2467	SOĞANKURU
875,2478 1015,2478 1015,2521 875,2521	DİĞER
631,2560 1249,2527 1251,2572 633,2605	Geleneksel(Konvansiyonel)
831,2785 1022,2771 1023,2792 832,2806	2334439260147436026
574,2962 704,2955 705,2980 575,2987	MIKTARL:
925,2740 935,2740 933,2778 923,2778	E
571,2913 1090,2877 1091,2903 572,2939	ILK BILDIRIM TARIHI:4.8.2026 19:09:27
569,2856 1311,2806 1312,2833 570,2883	URETIM YERI/GUMRUK KAPISI: MERSİN(İÇELYAKDENİZ
749,2953 868,2946 869,2971 750,2978	173,280 Kg
572,3024 817,3006 818,3026 573,3044	ALIS FIYATI: 38.50
1471,885 1984,885 1984,999 1471,999	SOGAN KURU
1237,1030 1991,1030 1991,1157 1237,1157	(YENİ MAHSUL) KG
578,3071 886,3055 887,3079 579,3095	URETICI: İthal ( MISIR )
1166,2100 1436,2090 1437,2124 1167,2134	FİYAT DEĞİŞİKLİK TARİHİ:
1169,2150 1362,2143 1363,2175 1170,2182	14 AĞUSTOS 2026
1384,1552 1649,1523 1696,1965 1431,1994	39
579,3124 1248,3075 1249,3099 580,3148	ISLETME ADI : ANTARES AVM ANKARA 5M MİGROS
578,3175 807,3161 808,3181 579,3195	DIGER BILGILER:
1441,2728 1673,2717 1675,2762 1443,2773	HAKKIMDA
1718,1534 1940,1534 1940,1769 1718,1769	95
1443,2790 1709,2776 1710,2813 1444,2827	DAHA FAZLA
1446,2841 1721,2830 1722,2872 1447,2883	BiLGİ ALMAK
1447,2899 1667,2887 1669,2928 1449,2940	iSTERSEN,
1471,2948 1643,2939 1645,2989 1473,2998	QR KODU
1452,3005 1782,2986 1784,3028 1454,3047	OKUTABiLiRSİN
1833,1801 2006,1792 2007,1830 1834,1839	KDV DAHİLDİR.
1864,2151 1895,2151 1895,2175 1864,2175	658
2865,2080 3047,2072 3051,2167 2869,2175	İYİ -
2869,2176 3014,2173 3014,2218 2869,2221	UYGU
--- words
623,1311 983,1213 1016,1338 656,1436	(iNDİRİM
582,2126 666,2121 667,2155 583,2160	MENŞE:
677,2121 854,2111 855,2145 678,2155	TURKİYE/MISIR
583,2173 647,2170 648,2204 584,2207	BİRİM
658,2170 729,2167 730,2201 659,2204	FİYAT:
752,2167 819,2164 820,2198 753,2201	39,95
828,2164 900,2161 901,2195 829,2198	TL/KG
791,2429 1093,2413 1095,2451 793,2467	SOĞANKURU
875,2478 1015,2478 1015,2521 875,2521	DİĞER
631,2560 1249,2527 1251,2572 633,2605	Geleneksel(Konvansiyonel)
831,2785 1022,2771 1023,2792 832,2806	2334439260147436026
574,2962 704,2955 705,2980 575,2987	MIKTARL:
925,2740 935,2740 933,2778 923,2778	E
571,2914 612,2911 613,2936 572,2939	ILK
635,2909 753,2900 754,2925 636,2934	BILDIRIM
764,2900 991,2884 992,2910 765,2926	TARIHI:4.8.2026
998,2884 1090,2877 1091,2903 999,2910	19:09:27
569,2856 669,2849 670,2876 570,2883	URETIM
681,2849 868,2836 869,2862 682,2875	YERI/GUMRUK
890,2835 988,2828 989,2854 891,2861	KAPISI:
1004,2827 1311,2806 1312,2833 1005,2854	MERSİN(İÇELYAKDENİZ
749,2953 833,2948 834,2973 750,2978	173,280
848,2948 868,2946 869,2971 849,2973	Kg
572,3024 628,3019 629,3039 573,3044	ALIS
641,3019 740,3011 741,3031 642,3039	FIYATI:
759,3011 817,3006 818,3025 760,3030	38.50
1471,885 1742,885 1742,999 1471,999	SOGAN
1772,885 1984,885 1984,999 1772,999	KURU
1237,1030 1488,1030 1488,1157 1237,1157	(YENİ
1487,1030 1860,1030 1860,1157 1487,1157	MAHSUL)
1892,1030 1991,1030 1991,1157 1892,1157	KG
578,3071 697,3064 698,3088 579,3095	URETICI:
719,3064 771,3061 772,3085 720,3088	İthal
789,3061 794,3060 795,3083 790,3084	(
796,3060 871,3056 872,3080 797,3084	MISIR
881,3056 886,3055 887,3078 882,3079	)
1166,2100 1225,2097 1226,2131 1167,2134	FİYAT
1234,2098 1351,2093 1352,2126 1235,2131	DEĞİŞİKLİK
1359,2093 1436,2090 1437,2124 1360,2127	TARİHİ:
