tag=20260817_211316
source=20260817_211316.jpg
exif=6
size=3024x4032
lines=20
words=36
--- lines
43,490 323,562 303,638 23,566	Gùvencesi
77,623 246,630 241,726 72,719	981
-13,826 345,806 351,925 -7,945	dadan Sofran
59,2866 226,2866 226,2897 59,2897	e2OGA
622,1984 987,1979 987,2023 622,2028	MENSE ULKE:TURKYE
627,2051 1090,2045 1090,2090 627,2096	FNAT DTARIHI:10.07.2026
681,2766 1327,2766 1327,2836 681,2836	BIRIM FIYATI:74,95 TLKG
1814,709 2113,704 2114,773 1815,778	Potasyum Fostor.
1858,787 2072,787 2072,870 1858,870	Magezum.
1537,888 2085,855 2090,939 1542,972	kaynağı Demi ve Cinko
628,2138 1226,2130 1227,2233 629,2241	MIGROS YERLI
632,2232 1655,2219 1656,2323 633,2336	KIRMIZI MERCIMEK 1 KG
1529,1304 2395,1281 2400,1500 1534,1523	TO00ge
1692,2016 1848,2019 1846,2074 1690,2071	ORETÍM
1365,2444 1842,2417 1859,2734 1382,2761	7495
1503,2770 1878,2770 1878,2841 1503,2841	KDV DAHILDIR.
2432,772 2595,772 2595,836 2432,836	Protein
1299,3382 2334,3382 2334,3907 1299,3907	tat
2428,865 2594,865 2594,941 2428,941	kaynağı
2044,2796 2570,2796 2570,2842 2044,2842	8 693374 271903
--- words
43,490 323,562 303,638 23,566	Gùvencesi
77,623 246,630 241,726 72,719	981
9,829 160,873 141,937 -10,893	dadan
183,866 324,807 348,865 207,924	Sofran
59,2866 226,2866 226,2897 59,2897	e2OGA
622,1984 736,1982 736,2026 622,2028	MENSE
746,1982 987,1978 987,2022 746,2026	ULKE:TURKYE
627,2051 715,2049 715,2094 627,2096	FNAT
726,2050 1090,2045 1090,2090 726,2095	DTARIHI:10.07.2026
681,2766 825,2766 825,2836 681,2836	BIRIM
861,2766 1161,2766 1161,2836 861,2836	FIYATI:74,95
1173,2766 1327,2766 1327,2836 1173,2836	TLKG
1814,709 1978,706 1979,775 1815,778	Potasyum
2003,706 2113,704 2114,773 2004,775	Fostor.
1858,787 2072,787 2072,870 1858,870	Magezum.
1537,888 1733,876 1738,960 1542,972	kaynağı
1849,870 1916,865 1920,948 1853,953	Demi
1938,865 1988,861 1992,944 1942,948	ve
1999,861 2084,855 2089,939 2004,945	Cinko
628,2138 966,2133 967,2236 629,2241	MIGROS
997,2133 1226,2130 1227,2233 998,2236	YERLI
632,2232 945,2228 946,2332 633,2336	KIRMIZI
986,2228 1432,2222 1433,2326 987,2332	MERCIMEK
1483,2222 1506,2221 1507,2324 1484,2325	1
1547,2222 1655,2220 1656,2323 1548,2325	KG
1529,1304 2395,1281 2400,1500 1534,1523	TO00ge
1692,2016 1848,2019 1846,2074 1690,2071	ORETÍM
1365,2444 1842,2417 1859,2734 1382,2761	7495
1503,2770 1616,2770 1616,2841 1503,2841	KDV
1609,2770 1878,2770 1878,2841 1609,2841	DAHILDIR.
2432,772 2595,772 2595,836 2432,836	Protein
1299,3382 2334,3382 2334,3907 1299,3907	tat
2428,865 2594,865 2594,941 2428,941	kaynağı
2044,2796 2057,2796 2057,2842 2044,2842	8
2066,2796 2306,2796 2306,2842 2066,2842	693374
2330,2796 2570,2796 2570,2842 2330,2842	271903
