tag=20260817_203330
source=20260817_203330.jpg
exif=6
size=3024x4032
lines=16
words=47
--- lines
862,90 1352,83 1352,145 862,152	Florürlü Dis Macunu
36,498 1631,434 1633,491 38,555	S CÜRÜKLERİ V/PLAK VoiŞ ETi BAKIMI VHASSAS DiSLER
0,568 1654,498 1656,551 2,621	ARTAR VDis YÜZEY LEKELERİ VDİS MİNESİ AĞIZ KOKUSU
183,634 1649,571 1652,646 186,709	12 Saat Komple Ağiz Koruması
538,1579 2068,1523 2071,1618 541,1674	COLGATE TOTAL PRO DİS MCN 50ML
1180,1689 1469,1689 1469,1787 1180,1787	DİŞ ETI
563,1879 1272,1870 1275,2159 566,2168	274,it
400,2306 819,2287 822,2371 403,2390	KDV Dahildir
399,2444 845,2424 847,2492 401,2512	372226 102
999,2405 1401,2379 1406,2466 1004,2492	Menşei: ÇIN
1568,1830 2215,1842 2209,2140 1562,2128	199,7
1491,2235 1804,2220 1807,2300 1494,2315	Eirin Fiyat
1851,2146 2303,2150 2301,2300 1849,2296	3.998,i
2409,1507 2555,1507 2555,1582 2409,1582	D67
2488,2174 2495,1710 2562,1711 2555,2175	6920354836664
1967,2359 2545,2332 2548,2402 1970,2429	FDT: 12.08.2026
--- words
862,90 1064,87 1064,149 862,152	Florürlü
1073,88 1147,86 1147,147 1073,149	Dis
1156,86 1352,83 1352,145 1156,148	Macunu
36,499 51,498 53,554 38,555	S
54,497 359,484 361,541 56,554	CÜRÜKLERİ
407,484 604,476 606,532 409,540	V/PLAK
668,473 815,467 817,524 670,530	VoiŞ
854,466 929,463 931,519 856,522	ETi
936,463 1123,455 1125,511 938,519	BAKIMI
1179,453 1433,442 1435,499 1181,510	VHASSAS
1459,442 1631,435 1633,492 1461,499	DiSLER
0,568 166,560 168,613 2,621	ARTAR
211,560 359,553 361,605 213,612	VDis
376,552 544,544 546,597 378,605	YÜZEY
569,544 806,533 808,586 571,597	LEKELERİ
856,532 997,526 999,579 858,585	VDİS
1022,525 1201,517 1203,570 1024,578	MİNESİ
1328,512 1445,507 1447,560 1330,565	AĞIZ
1450,507 1654,498 1656,550 1452,559	KOKUSU
183,634 278,629 281,704 186,709	12
323,628 533,618 536,693 326,703	Saat
577,617 926,602 929,677 580,692	Komple
972,600 1168,591 1171,666 975,675	Ağiz
1217,590 1649,571 1652,646 1220,665	Koruması
538,1579 955,1563 958,1658 541,1674	COLGATE
984,1563 1259,1552 1262,1647 987,1658	TOTAL
1296,1552 1461,1545 1464,1639 1299,1646	PRO
1505,1544 1639,1539 1642,1633 1508,1638	DİS
1668,1538 1844,1531 1847,1626 1671,1633	MCN
1873,1531 2068,1523 2071,1617 1876,1625	50ML
1180,1689 1314,1689 1314,1787 1180,1787	DİŞ
1342,1689 1469,1689 1469,1787 1342,1787	ETI
563,1879 1272,1870 1275,2159 566,2168	274,it
400,2306 552,2299 555,2383 403,2390	KDV
601,2298 819,2288 822,2371 604,2381	Dahildir
399,2444 662,2432 664,2500 401,2512	372226
715,2430 845,2424 847,2492 717,2498	102
999,2405 1254,2388 1259,2475 1004,2492	Menşei:
1283,2387 1400,2379 1405,2466 1288,2474	ÇIN
1568,1830 2215,1842 2209,2140 1562,2128	199,7
1491,2235 1631,2228 1634,2308 1494,2315	Eirin
1665,2227 1804,2220 1807,2300 1668,2307	Fiyat
1851,2146 2303,2150 2301,2300 1849,2296	3.998,i
2409,1507 2555,1507 2555,1582 2409,1582	D67
2488,2174 2495,1710 2562,1711 2555,2175	6920354836664
1967,2359 2127,2351 2130,2421 1970,2429	FDT:
2164,2350 2545,2332 2548,2402 2167,2420	12.08.2026
