tag=20260817_204111
source=20260817_204111.jpg
exif=6
size=3024x4032
lines=29
words=42
--- lines
498,372 738,372 738,529 498,529	351
919,421 1065,422 1064,491 918,490	901
938,1278 2102,1289 2101,1365 937,1354	METRO CHEF BLOK MARGARIN 2,5KG
762,2641 1162,2631 1163,2682 763,2692	FDT: 15.07.2026
990,2858 1082,2858 1082,2894 990,2894	çOK AL
982,2902 1078,2902 1078,2936 982,2936	AZ ÖDE
1400,1208 1600,1210 1599,1259 1399,1257	400921
1196,2895 1275,2895 1275,2923 1196,2923	439,"
1352,2809 1502,2812 1501,2840 1351,2837	104. ELYOG
1582,2614 1674,2614 1674,2647 1582,2647	YERLİ
1584,2645 1704,2645 1704,2677 1584,2677	ÜRETİM
1530,2887 1590,2887 1590,2921 1530,2921	469,
1576,3669 1664,3669 1664,3709 1576,3709	BeNA
1597,3765 1667,3765 1667,3793 1597,3793	BrCON
1809,1813 2018,1815 2016,1958 1807,1956	TL
1798,2274 2207,2278 2206,2338 1797,2334	BİRİM FİYAT: KG
1721,2878 1824,2878 1824,2897 1721,2897	12 65O
1934,2375 2252,2429 2226,2580 1908,2526	99,
1971,2620 2287,2620 2287,2671 1971,2671	KDV Dahildir
1960,2882 2106,2888 2103,2943 1957,2937	560,2
2152,2389 2233,2389 2233,2452 2152,2452	96
2049,2980 2104,2980 2104,3007 2049,3007	280,"
2341,2872 2431,2872 2431,2894 2341,2894	6 616
2443,2802 2492,2802 2492,2827 2443,2827	ILAR
2796,1915 2996,1792 3085,1937 2885,2060	YÖRES
2833,2135 3010,2043 3078,2175 2901,2267	PEYNN
2665,2876 2730,2876 2730,2907 2665,2907	342:
2835,2871 2921,2866 2924,2927 2838,2932	989,
2904,2967 2956,2967 2956,2994 2904,2994	494,
--- words
498,372 738,372 738,529 498,529	351
919,421 1065,422 1064,491 918,490	901
938,1278 1156,1280 1155,1356 937,1354	METRO
1156,1281 1327,1282 1326,1357 1155,1356	CHEF
1353,1282 1528,1283 1527,1359 1352,1358	BLOK
1552,1284 1887,1287 1886,1363 1551,1360	MARGARIN
1914,1287 2102,1288 2101,1364 1913,1363	2,5KG
762,2641 868,2638 869,2689 763,2692	FDT:
885,2638 1162,2631 1163,2682 886,2689	15.07.2026
990,2858 1045,2858 1045,2894 990,2894	çOK
1051,2858 1082,2858 1082,2894 1051,2894	AL
982,2902 1019,2902 1019,2936 982,2936	AZ
1026,2902 1078,2902 1078,2936 1026,2936	ÖDE
1400,1208 1600,1210 1599,1259 1399,1257	400921
1196,2895 1275,2895 1275,2923 1196,2923	439,"
1352,2809 1406,2810 1405,2838 1351,2837	104.
1424,2811 1502,2812 1501,2840 1423,2839	ELYOG
1582,2614 1674,2614 1674,2647 1582,2647	YERLİ
1584,2645 1704,2645 1704,2677 1584,2677	ÜRETİM
1530,2887 1590,2887 1590,2921 1530,2921	469,
1576,3669 1664,3669 1664,3709 1576,3709	BeNA
1597,3765 1667,3765 1667,3793 1597,3793	BrCON
1809,1813 2018,1815 2016,1958 1807,1956	TL
1798,2274 1929,2275 1928,2335 1797,2334	BİRİM
1950,2276 2096,2277 2095,2336 1949,2335	FİYAT:
2142,2278 2207,2278 2206,2337 2141,2337	KG
1721,2878 1742,2878 1742,2897 1721,2897	12
1775,2878 1824,2878 1824,2897 1775,2897	65O
1934,2375 2252,2429 2226,2580 1908,2526	99,
1971,2620 2074,2620 2074,2671 1971,2671	KDV
2092,2620 2287,2620 2287,2671 2092,2671	Dahildir
1960,2882 2106,2888 2103,2943 1957,2937	560,2
2152,2389 2233,2389 2233,2452 2152,2452	96
2049,2980 2104,2980 2104,3007 2049,3007	280,"
2341,2874 2353,2874 2353,2894 2341,2894	6
2392,2872 2431,2872 2431,2890 2392,2890	616
2443,2802 2492,2802 2492,2827 2443,2827	ILAR
2796,1915 2996,1792 3085,1937 2885,2060	YÖRES
2833,2135 3010,2043 3078,2175 2901,2267	PEYNN
2665,2876 2730,2876 2730,2907 2665,2907	342:
2835,2871 2921,2866 2924,2927 2838,2932	989,
2904,2967 2956,2967 2956,2994 2904,2994	494,
