tag=20260817_211204
source=20260817_211204.jpg
exif=6
size=3024x4032
lines=15
words=28
--- lines
568,451 2398,350 2409,567 579,668	KESKİNOĞLU AA ORTA B0Y
401,2452 839,2482 834,2542 396,2512	BİRİM FİYAT:5.00 TL/AD
390,2559 853,2592 848,2656 385,2623	FİYAT DEĞİSİKLİK TARİHİ:
408,2626 724,2654 718,2710 402,2682	17 AĞUSTOS 2026
1250,694 2385,653 2393,875 1258,916	YUMÜRTA 30 LU
1622,952 2363,941 2366,1160 1625,1171	{53-62 6)
1313,1675 1928,1675 1928,2214 1313,2214	149
1260,2772 1348,2787 1339,2833 1251,2818	5256
1902,1732 2252,1727 2255,2040 1905,2045	,95
2048,2575 2366,2604 2360,2666 2042,2637	KDV DAHİLDİR.
2222,2722 2355,2734 2348,2799 2215,2787	MENŞE:
2174,2783 2364,2803 2357,2863 2167,2843	TURKİYE
2180,2914 2307,2919 2304,2974 2177,2969	YERLị
2161,2954 2335,2976 2330,3013 2156,2991	ÜRETİM
2831,401 2950,391 2958,501 2839,511	RT
--- words
568,451 1411,404 1422,621 579,668	KESKİNOĞLU
1462,402 1584,395 1595,612 1473,619	AA
1639,393 2014,372 2025,588 1650,609	ORTA
2074,369 2398,351 2409,567 2085,585	B0Y
401,2452 497,2458 492,2518 396,2512	BİRİM
504,2459 719,2473 714,2533 499,2519	FİYAT:5.00
717,2474 839,2482 834,2541 712,2533	TL/AD
390,2559 488,2566 483,2630 385,2623	FİYAT
514,2568 709,2582 704,2646 509,2632	DEĞİSİKLİK
719,2583 853,2592 848,2656 714,2647	TARİHİ:
408,2626 456,2630 450,2686 402,2682	17
459,2631 618,2645 612,2701 453,2687	AĞUSTOS
627,2646 724,2654 718,2710 621,2702	2026
1250,694 1946,668 1954,890 1258,916	YUMÜRTA
1957,669 2210,659 2218,880 1965,890	30
2192,660 2384,653 2392,874 2200,881	LU
1622,952 2145,944 2148,1163 1625,1171	{53-62
2202,944 2363,941 2366,1159 2205,1162	6)
1313,1675 1928,1675 1928,2214 1313,2214	149
1260,2772 1348,2787 1339,2833 1251,2818	5256
1902,1732 2252,1727 2255,2040 1905,2045	,95
2048,2575 2132,2582 2126,2644 2042,2637	KDV
2149,2584 2367,2604 2361,2666 2143,2646	DAHİLDİR.
2222,2722 2355,2734 2348,2799 2215,2787	MENŞE:
2174,2783 2364,2803 2357,2863 2167,2843	TURKİYE
2180,2914 2307,2919 2304,2974 2177,2969	YERLị
2161,2954 2335,2976 2330,3013 2156,2991	ÜRETİM
2831,401 2950,391 2958,501 2839,511	RT
