tag=20260817_184239
source=20260817_184239.jpg
exif=6
size=3024x4032
lines=17
words=26
--- lines
700,1934 1317,1940 1316,2010 699,2004	TORKU BANADA
709,2023 1550,2023 1550,2118 709,2118	KAKAOLU FINDIK
680,2168 1139,2168 1139,2247 680,2247	KREMASI
680,2330 886,2330 886,2390 680,2390	920 G
696,2609 845,2612 843,2663 694,2660	P728
1337,664 2669,683 2667,778 1335,759	KAKAOLU FINDIK KREMASI
707,2955 1421,2961 1420,3013 706,3007	1709391- 07 F.D.Tarihi:
1101,3032 1759,3001 1762,3077 1104,3108	21.07.206(aktüel
1104,3605 1701,3583 1705,3715 1108,3737	JACOBS
916,3892 1233,3884 1234,3938 917,3946	9PEN MERE
1819,2362 2615,2348 2623,2860 1827,2874	255
1943,2964 2235,2964 2235,3026 1943,3026	KDV Dahil
1912,3045 2281,3045 2281,3124 1912,3124	277:17fKg
2543,2986 2653,2978 2657,3048 2547,3056	YERŁ
2511,3044 2732,3048 2731,3098 2510,3094	URETAM
2922,3327 2996,3327 2996,3437 2922,3437	1
2554,3819 3016,3819 3016,3918 2554,3918	WOetke
--- words
700,1934 984,1936 983,2006 699,2004	TORKU
984,1937 1317,1940 1316,2010 983,2007	BANADA
709,2023 1222,2023 1222,2118 709,2118	KAKAOLU
1222,2023 1550,2023 1550,2118 1222,2118	FINDIK
680,2168 1139,2168 1139,2247 680,2247	KREMASI
680,2330 803,2330 803,2390 680,2390	920
830,2330 886,2330 886,2390 830,2390	G
696,2609 845,2612 843,2663 694,2660	P728
1337,664 1895,672 1893,767 1335,759	KAKAOLU
1891,672 2246,677 2244,772 1889,767	FINDIK
2275,678 2669,683 2667,778 2273,773	KREMASI
707,2955 980,2957 979,3009 706,3007	1709391-
1004,2958 1071,2958 1070,3010 1003,3010	07
1102,2959 1421,2962 1420,3014 1101,3011	F.D.Tarihi:
1101,3032 1759,3001 1762,3077 1104,3108	21.07.206(aktüel
1104,3605 1701,3583 1705,3715 1108,3737	JACOBS
916,3892 1074,3888 1075,3942 917,3946	9PEN
1082,3888 1233,3884 1234,3937 1083,3941	MERE
1819,2362 2615,2348 2623,2860 1827,2874	255
1943,2964 2082,2964 2082,3026 1943,3026	KDV
2082,2964 2235,2964 2235,3026 2082,3026	Dahil
1912,3045 2281,3045 2281,3124 1912,3124	277:17fKg
2543,2986 2653,2978 2657,3048 2547,3056	YERŁ
2511,3044 2732,3048 2731,3098 2510,3094	URETAM
2922,3327 2996,3327 2996,3437 2922,3437	1
2554,3819 3016,3819 3016,3918 2554,3918	WOetke
