tag=20260817_203633
source=20260817_203633.jpg
exif=6
size=3024x4032
lines=13
words=21
--- lines
1011,1491 2070,1500 2069,1587 1010,1578	FINE LIFE DENİZ TUZU 5006
605,2163 1033,2163 1033,2229 605,2229	KDV Dahilcdir
616,2269 1042,2269 1042,2338 616,2338	257097 394
1249,3468 1354,3761 1205,3814 1100,3521	ge
1396,1797 1961,1887 1920,2137 1355,2047	39,TL
1751,1810 1878,1810 1878,1917 1751,1917	90
1583,2251 1737,2251 1737,2305 1583,2305	YEALI
1685,2303 1789,2303 1788,2359 1684,2359	ETIN
1771,3262 1867,3398 1800,3444 1704,3308	Net
2058,1983 2397,1991 2395,2063 2056,2055	Birirn Fiyat
2098,2082 2400,2090 2395,2241 2093,2233	79,
2610,1503 2701,1503 2701,1567 2610,1567	67
2110,2273 2634,2273 2634,2336 2110,2336	FDT: 19.02.2026
--- words
1011,1491 1173,1492 1172,1579 1010,1578	FINE
1205,1493 1358,1494 1357,1581 1204,1580	LIFE
1395,1494 1619,1495 1618,1582 1394,1581	DENİZ
1652,1497 1860,1498 1859,1585 1651,1584	TUZU
1889,1499 2070,1500 2069,1587 1888,1586	5006
605,2163 758,2163 758,2229 605,2229	KDV
786,2163 1033,2163 1033,2229 786,2229	Dahilcdir
616,2269 869,2269 869,2338 616,2338	257097
919,2269 1042,2269 1042,2338 919,2338	394
1249,3468 1354,3761 1205,3814 1100,3521	ge
1396,1797 1961,1887 1920,2137 1355,2047	39,TL
1751,1810 1878,1810 1878,1917 1751,1917	90
1583,2251 1737,2251 1737,2305 1583,2305	YEALI
1685,2303 1789,2303 1788,2359 1684,2359	ETIN
1771,3262 1867,3398 1800,3444 1704,3308	Net
2058,1983 2207,1986 2205,2058 2056,2055	Birirn
2247,1988 2397,1991 2395,2063 2245,2060	Fiyat
2098,2082 2400,2090 2395,2241 2093,2233	79,
2610,1503 2701,1503 2701,1567 2610,1567	67
2110,2273 2250,2273 2250,2336 2110,2336	FDT:
2278,2273 2634,2273 2634,2336 2278,2336	19.02.2026
