tag=20260817_184045
source=20260817_184045.jpg
exif=6
size=3024x4032
lines=12
words=21
--- lines
786,1882 1291,1871 1291,1917 786,1928	PEPSİ ZERO SUGAR
809,1940 1248,1932 1249,1998 810,2006	GAZLI İiÇECEK
776,2039 966,2035 966,2084 776,2088	KOLA
806,2140 848,2140 848,2185 806,2185	1 L
797,2308 898,2308 898,2342 797,2342	P728
808,2521 1277,2493 1278,2525 809,2553	0301948- 07 F.D.Tarihi:
1073,2555 1281,2545 1282,2574 1074,2584	31.072026
1636,2123 2024,2117 2027,2386 1639,2392	57
1589,2477 1779,2469 1780,2499 1590,2507	KDV Dahil
1569,2530 1790,2520 1791,2552 1570,2562	57.008 [ itre
1954,2478 2047,2478 2047,2507 1954,2507	YERLI
1945,2512 2072,2502 2074,2528 1947,2538	URETN
--- words
786,1882 934,1879 934,1925 786,1928	PEPSİ
941,1879 1086,1876 1086,1922 941,1925	ZERO
1106,1876 1291,1872 1291,1917 1106,1921	SUGAR
809,1940 989,1936 990,2002 810,2006	GAZLI
997,1937 1248,1932 1249,1998 998,2003	İiÇECEK
776,2039 966,2035 966,2084 776,2088	KOLA
806,2140 819,2140 819,2185 806,2185	1
824,2140 848,2140 848,2185 824,2185	L
797,2308 898,2308 898,2342 797,2342	P728
808,2521 993,2510 994,2542 809,2553	0301948-
1007,2509 1051,2506 1052,2538 1008,2541	07
1071,2506 1277,2493 1278,2524 1072,2537	F.D.Tarihi:
1073,2555 1281,2545 1282,2574 1074,2584	31.072026
1636,2123 2024,2117 2027,2386 1639,2392	57
1589,2477 1672,2473 1673,2503 1590,2507	KDV
1683,2473 1779,2468 1780,2498 1684,2503	Dahil
1569,2530 1689,2524 1690,2556 1570,2562	57.008
1701,2525 1714,2524 1715,2555 1702,2556	[
1726,2523 1790,2520 1791,2552 1727,2555	itre
1954,2478 2047,2478 2047,2507 1954,2507	YERLI
1945,2512 2072,2502 2074,2528 1947,2538	URETN
