tag=20260817_184138
source=20260817_184138.jpg
exif=6
size=3024x4032
lines=13
words=19
--- lines
750,2211 975,2211 975,2260 750,2260	PATOS
754,2288 1228,2279 1229,2352 755,2361	MISIR CİPSİ
759,2402 1413,2402 1413,2462 759,2462	ACI BAHARATLI
767,2526 934,2526 934,2571 767,2571	185 G
784,2735 907,2735 907,2775 784,2775	P728
800,2997 1381,3007 1380,3046 799,3036	0501032- 07 F.D.Tarihi:
1125,3071 1393,3071 1393,3106 1125,3106	14.00.2026
2126,2327 2489,2327 2489,2469 2126,2469	82:
1673,2533 2255,2533 2255,2982 1673,2982	59,
1790,3015 2045,3012 2045,3054 1790,3057	KDV Dahil
2276,2634 2481,2634 2481,2725 2276,2725	50t
2295,3039 2390,3026 2398,3085 2303,3098	YERL
2276,3082 2452,3088 2450,3124 2274,3118	ORETI
--- words
750,2211 975,2211 975,2260 750,2260	PATOS
754,2288 983,2283 984,2356 755,2361	MISIR
1014,2284 1228,2280 1229,2352 1015,2356	CİPSİ
759,2402 897,2402 897,2462 759,2462	ACI
931,2402 1413,2402 1413,2462 931,2462	BAHARATLI
767,2526 868,2526 868,2571 767,2571	185
891,2526 934,2526 934,2571 891,2571	G
784,2735 907,2735 907,2775 784,2775	P728
800,2997 1023,3000 1022,3039 799,3036	0501032-
1042,3001 1095,3001 1094,3040 1041,3040	07
1121,3003 1381,3007 1380,3046 1120,3042	F.D.Tarihi:
1125,3071 1393,3071 1393,3106 1125,3106	14.00.2026
2126,2327 2489,2327 2489,2469 2126,2469	82:
1673,2533 2255,2533 2255,2982 1673,2982	59,
1790,3015 1898,3014 1898,3056 1790,3057	KDV
1917,3014 2045,3012 2045,3054 1917,3056	Dahil
2276,2634 2481,2634 2481,2725 2276,2725	50t
2295,3039 2390,3026 2398,3085 2303,3098	YERL
2276,3082 2452,3088 2450,3124 2274,3118	ORETI
