tag=20260817_211234
source=20260817_211234.jpg
exif=6
size=3024x4032
lines=17
words=34
--- lines
137,1912 615,1918 614,1978 136,1972	MENSE ULIKE:TURKYE
145,1993 764,2004 762,2066 143,2055	FNAT DTARIHI: 07.08.2026
158,2095 1341,2116 1338,2235 155,2214	NESTLE CRUNCH MINI
176,2205 816,2212 814,2319 174,2312	EGGS 148G
225,2488 725,2495 724,2544 224,2537	NORMAL SATIS FIYATI
476,2567 885,2575 881,2721 472,2713	22390
261,2744 1105,2755 1104,2803 260,2792	BIRIM FIYATI: 1.512,84TLKG
1507,1946 1672,1947 1671,2011 1506,2010	YERLI
1515,2002 1709,2006 1707,2070 1513,2066	ORETİM
1346,2466 1671,2472 1669,2521 1344,2515	MONEYLI FIYAT
1323,2552 1677,2526 1690,2717 1336,2743	6490
1282,2757 1646,2760 1645,2804 1281,2801	KDV DAHILDIR
1122,3473 1560,3492 1555,3601 1117,3582	RÍCHL AND
1840,2080 2647,2108 2641,2247 1834,2219	MONEYL
1938,2228 2528,2244 2525,2321 1935,2305	LFIYAT
1927,2313 2515,2326 2513,2370 1925,2357	MONEY KARTLAR ILE GECERLIDIR.
1815,2771 2420,2778 2419,2816 1814,2809	8690632 763378
--- words
137,1912 287,1914 286,1974 136,1972	MENSE
298,1914 615,1918 614,1978 297,1974	ULIKE:TURKYE
145,1993 262,1995 260,2057 143,2055	FNAT
290,1996 487,1999 485,2060 288,2057	DTARIHI:
511,2000 764,2004 762,2066 509,2062	07.08.2026
158,2095 564,2102 561,2221 155,2214	NESTLE
596,2103 1061,2111 1058,2230 593,2222	CRUNCH
1111,2112 1341,2116 1338,2235 1108,2231	MINI
176,2206 463,2209 461,2315 174,2312	EGGS
524,2209 816,2212 814,2319 522,2316	148G
225,2488 432,2490 431,2539 224,2537	NORMAL
444,2492 571,2493 570,2541 443,2540	SATIS
585,2493 725,2495 724,2544 584,2542	FIYATI
476,2567 885,2575 881,2721 472,2713	22390
261,2744 434,2746 433,2794 260,2792	BIRIM
455,2747 664,2749 663,2796 454,2794	FIYATI:
685,2750 1105,2755 1104,2803 684,2798	1.512,84TLKG
1507,1946 1672,1947 1671,2011 1506,2010	YERLI
1515,2002 1709,2006 1707,2070 1513,2066	ORETİM
1346,2466 1542,2470 1540,2519 1344,2515	MONEYLI
1542,2470 1671,2472 1669,2521 1540,2519	FIYAT
1323,2552 1677,2526 1690,2717 1336,2743	6490
1282,2757 1386,2758 1385,2802 1281,2801	KDV
1408,2759 1646,2761 1645,2804 1407,2802	DAHILDIR
1122,3473 1370,3484 1365,3593 1117,3582	RÍCHL
1392,3485 1560,3492 1555,3601 1387,3594	AND
1840,2080 2647,2108 2641,2247 1834,2219	MONEYL
1938,2228 2528,2244 2525,2321 1935,2305	LFIYAT
1927,2313 2060,2315 2058,2359 1925,2357	MONEY
2067,2316 2232,2319 2230,2363 2065,2360	KARTLAR
2240,2320 2293,2321 2291,2365 2238,2364	ILE
2301,2321 2515,2325 2513,2369 2299,2365	GECERLIDIR.
1815,2771 2139,2775 2138,2813 1814,2809	8690632
2167,2776 2420,2779 2419,2816 2166,2813	763378
