tag=20260817_183839
source=20260817_183839.jpg
exif=6
size=3024x4032
lines=14
words=20
--- lines
278,932 701,919 703,991 280,1004	ARBELLA
290,1037 878,1016 881,1107 293,1128	MAKARNA
301,1159 1589,1146 1590,1277 302,1290	YÜKSÜK&ARPA ŞEHRİ.
329,1376 557,1371 558,1446 330,1451	500 G
12,3811 335,3841 317,4029 -6,3999	filiz
371,1699 550,1699 550,1760 371,1760	P728
440,2069 1200,2049 1201,2112 441,2132	1714817- 15 F.D.Tarihi:
149,3831 506,3843 500,4017 143,4005	iz
478,3845 833,3886 815,4032 460,3991	BURGU
2155,1026 2673,1006 2683,1297 2165,1317	22,s06
1453,1386 2324,1386 2324,1934 1453,1934	19,
1678,2039 2062,2029 2063,2089 1679,2099	• KDV Dahil
2346,1491 2627,1491 2627,1614 2346,1614	75t
2368,2051 2541,2049 2541,2107 2368,2109	YERLI
--- words
278,932 701,919 703,991 280,1004	ARBELLA
290,1037 878,1016 881,1107 293,1128	MAKARNA
301,1159 1194,1150 1195,1281 302,1290	YÜKSÜK&ARPA
1231,1150 1589,1146 1590,1277 1232,1281	ŞEHRİ.
329,1376 462,1373 463,1448 330,1451	500
536,1372 557,1371 558,1446 537,1447	G
12,3811 335,3841 317,4029 -6,3999	filiz
371,1699 550,1699 550,1760 371,1760	P728
440,2069 744,2061 745,2124 441,2132	1714817-
745,2062 823,2060 824,2122 746,2124	15
848,2059 1200,2050 1201,2113 849,2122	F.D.Tarihi:
149,3831 350,3837 344,4011 143,4005	iz
478,3845 833,3886 815,4032 460,3991	BURGU
2155,1026 2673,1006 2683,1297 2165,1317	22,s06
1453,1386 2324,1386 2324,1934 1453,1934	19,
1678,2039 1700,2038 1701,2097 1679,2098	•
1749,2038 1894,2034 1895,2093 1750,2097	KDV
1895,2034 2062,2029 2063,2088 1896,2093	Dahil
2346,1491 2627,1491 2627,1614 2346,1614	75t
2368,2051 2541,2049 2541,2107 2368,2109	YERLI
