tag=20260817_183808
source=20260817_183808.jpg
exif=1
size=4032x3024
lines=13
words=18
--- lines
1206,2769 1203,2556 1283,2555 1286,2768	DOST
1346,947 1346,572 1526,572 1526,947	976
1301,2723 1294,2052 1393,2051 1400,2722	HOMOJENİZE
1437,2710 1434,2301 1542,2300 1545,2709	YOĞURT
1715,818 1724,598 1850,603 1841,823	50%
1588,1380 1599,914 2098,926 2087,1392	86.
1608,2690 1603,2453 1688,2451 1693,2688	1,5 KG
1867,2648 1865,2505 1925,2504 1927,2647	P728
2185,851 2184,715 2247,714 2248,850	YERLI
2171,1418 2171,1138 2221,1138 2221,1418	KDV Dahil
2243,1428 2245,1131 2286,1131 2284,1428	5767t ka
2182,2583 2174,1900 2228,1899 2236,2582	0200012- 03 F.D.Tarihi:
2247,2190 2244,1894 2288,1893 2291,2189	03062026
--- words
1206,2769 1203,2556 1283,2555 1286,2768	DOST
1346,947 1346,572 1526,572 1526,947	976
1301,2723 1294,2052 1393,2051 1400,2722	HOMOJENİZE
1437,2710 1434,2301 1542,2300 1545,2709	YOĞURT
1715,818 1724,598 1850,603 1841,823	50%
1588,1380 1599,914 2098,926 2087,1392	86.
1608,2690 1606,2595 1691,2593 1693,2688	1,5
1606,2570 1603,2453 1687,2451 1690,2568	KG
1867,2648 1865,2505 1925,2504 1927,2647	P728
2185,851 2184,715 2247,714 2248,850	YERLI
2172,1418 2172,1285 2221,1285 2221,1418	KDV
2172,1267 2172,1138 2221,1138 2221,1267	Dahil
2243,1428 2244,1262 2285,1262 2284,1428	5767t
2245,1200 2245,1131 2286,1131 2286,1200	ka
2182,2583 2178,2323 2232,2322 2236,2582	0200012-
2179,2292 2178,2232 2231,2231 2232,2291	03
2178,2201 2174,1900 2227,1899 2231,2200	F.D.Tarihi:
2247,2190 2244,1894 2288,1893 2291,2189	03062026
